"User-ID;""Location"";""Age"""
"41366;""jyväskylä", keski-suomi," finland"";""26"""
"41370;""mount vernon", washington," usa"";""35"""
"41374;""hexham", england," united kingdom"";""53"""
"41378;""hollidaysburg", pennsylvania," usa"";NULL"
"41382;""murska sobota", n/a," slovenia"";NULL"
"41386;""carmichael", california," usa"";NULL"
"41390;""manchester", england," united kingdom"";""28"""
"41394;""mount pleasant", south carolina," usa"";NULL"
"41398;""brookfield", nova scotia," canada"";""21"""
"41402;""jacksonville", florida," usa"";NULL"
"41406;""cagayan de oro city", misamis oriental," philippines"";""28"""
"41410;""paris", ile de france," france"";""48"""
"41414;""large city", state of continuing flux," usa"";NULL"
"41418;""coventry", west midlands," united kingdom"";""28"""
"41422;""plano", texas," usa"";NULL"
"41426;""lyon", rhône-alpes," france"";""24"""
"41430;""bad mergentheim", baden-wuerttemberg," germany"";""19"""
"41434;""thornbury", victoria," australia"";NULL"
"41438;""valencia", valencia," spain"";NULL"
"41442;""woodstock", georgia," usa"";NULL"
"41446;""shenzhen", new mexico," china"";""20"""
"41450;""denver", colorado," usa"";NULL"
"41454;""london", england," united kingdom"";""38"""
"41458;""littleton", colorado," usa"";NULL"
"41462;""gold coast", queensland," australia"";NULL"
"41466;""adelaide", south australia," australia"";""43"""
"41470;""skowhegan", maine," usa"";""27"""
"41474;""nantes", n/a," france"";""31"""
"41478;""plano", texas," usa"";""51"""
"41482;""barstow", california," usa"";NULL"
"41486;""jackson", california," usa"";""22"""
"41490;""bristol", england," united kingdom"";NULL"
"41494;""pau", aquitaine," france"";""18"""
"41498;""manning", south carolina," usa"";NULL"
"41502;""traverse city", michigan," usa"";""57"""
"41506;""southampton", england," united kingdom"";""35"""
"41510;""trosper", kentucky," usa"";""43"""
"41514;""ansonia", connecticut," usa"";""43"""
"41518;""villa san giovanni", calabria," italy"";NULL"
"41522;""mount vernon", washington," usa"";NULL"
"41526;""el paso", texas," usa"";""47"""
"41530;""capel", western australia," australia"";""39"""
"41534;""hamilton", ontario," canada"";NULL"
"41538;""pinhal novo", setúbal," portugal"";""30"""
"41542;""boston", massachusetts," usa"";""52"""
"41546;""boston", massachusetts," usa"";NULL"
"41550;""woodbridge", virginia," usa"";""29"""
"41554;""loures", n/a," portugal"";""23"""
"41558;""douglas", arizona," usa"";""19"""
"41562;""st. albert", alberta," canada"";""26"""
"41566;""kolding", n/a," denmark"";NULL"
"41570;""jacksonville", texas," usa"";""45"""
"41574;""olympia", washington," usa"";NULL"
"41578;""everett", washington," usa"";NULL"
"41582;""lacey", washington," usa"";""34"""
"41586;""nicolaus", california," usa"";""73"""
"41590;""topeka", kansas," usa"";NULL"
"41594;""east sydney", new south wales," australia"";""28"""
"41598;""san francisco", california," usa"";NULL"
"41602;""niagara falls", new york," usa"";""52"""
"41606;""lakewood", ohio," usa"";NULL"
"41610;""van nuys", california," usa"";NULL"
"41614;""las vegas", nevada," usa"";NULL"
"41618;""odessa", texas," usa"";""30"""
"41623;""levittown", pennsylvania," usa"";""42"""
"41627;""montpellier", n/a," france"";""51"""
"41631;""bloomington", minnesota," usa"";NULL"
"41635;""friedberg", hessen," germany"";NULL"
"41639;""sanantonio", texas," usa"";""60"""
"41643;""veitsbronn", bayern," germany"";""22"""
"41647;""tigard", oregon," usa"";""56"""
"41651;""dunedin", otago," new zealand"";""67"""
"41655;""raymond", maine," usa"";""44"""
"41659;""lecco", lombardia," italy"";""29"""
"41663;""prior lake", minnesota," usa"";NULL"
"41667;""cotati", california," usa"";NULL"
"41671;""madison", wisconsin," usa"";NULL"
"41675;""west linn", oregon," usa"";NULL"
"41679;""nepean", ontario," canada"";""31"""
"41683;""los gatos", california," usa"";NULL"
"41687;""san diego", california,";NULL
41688"";""olympia", washington," usa"";NULL"
"41692;""los angeles", california," iran"";""24"""
"41696;""london", england," united kingdom"";""45"""
"41700;""kerzers", fribourg," switzerland"";""42"""
"41704;""christchurch", spreydon," new zealand"";NULL"
"41708;""prince george", british columbia," canada"";NULL"
"41712;""redlands", california," usa"";""51"""
"41716;""kirkwood", missouri," usa"";NULL"
"41720;""marcus", iowa," usa"";""54"""
"41724;""portland", oregon," usa"";NULL"
"41728;""walla walla", washington," usa"";NULL"
"41732;""marseille", marseille - aix," france"";""30"""
"41736;""stephenville", texas," usa"";""51"""
"41740;""cooidge", arizona," usa"";NULL"
"41744;""pittsburgh", pennsylvania," usa"";""53"""
"41748;""florence", mississippi," usa"";""45"""
"41752;""daly city", california," usa"";""23"""
"41756;""ottawa", ontario," canada"";NULL"
"41760;""simsbury", connecticut," usa"";""50"""
"41764;""miami", florida," usa"";NULL"
"41768;""camden", tennessee," usa"";NULL"
"41772;""berkshire", england," united kingdom"";NULL"
"41776;""paris", n/a," france"";""28"""
"41780;""garden city beach", south carolina," usa"";NULL"
"41784;""dallas", texas," usa"";NULL"
"41788;""lantzville", british columbia," canada"";NULL"
"41792;""cody", wyoming," usa"";NULL"
"41796;""boca raton", florida," usa"";""37"""
"41800;""gardena", california," usa"";NULL"
"41804;""lincolnton", north carolina," usa"";NULL"
"41808;""boston", massachusetts," usa"";""29"""
"41812;""plymouth", devon," united kingdom"";""28"""
"41816;""munich", bayern," germany"";""25"""
"41820;""rosebud", alberta," canada"";NULL"
"41824;""moron de la frontera", sevilla," spain"";""23"""
"41828;""paralimni", n/a," cyprus"";""42"""
"41832;""london", england," united kingdom"";""36"""
"41836;""edmonton", alberta," canada"";NULL"
"41840;""lincoln nebraska", nebraska," usa"";""16"""
"41844;""oshawa", ontario," canada"";""38"""
"41848;""grandview", texas," usa"";NULL"
"41852;""aurora", ohio," usa"";""46"""
"41856;""bailey", mississippi," usa"";""51"""
"41860;""brisbane", queensland," australia"";""36"""
"41864;""la vergne", tennessee," usa"";""47"""
"41868;""maple ridge", british columbia," canada"";NULL"
"41872;""maryville", tennessee," usa"";""47"""
"41876;""porto", porto," portugal"";""32"""
"41880;""leaside", ontario," canada"";NULL"
"41884;""melbourne", victoria," australia"";""38"""
"41888;""melbourne", victoria," australia"";""39"""
"41892;""worcester", massachusetts," usa"";""23"""
"41896;""lisboa", ohio," portugal"";""25"""
"41900;""allston", massachusetts," usa"";""31"""
"41904;""madrid", madrid," spain"";""44"""
"41908;""norwich", england," united kingdom"";NULL"
"41912;""lisboa", lisboa," portugal"";NULL"
"41916;""hawthorn", victoria," australia"";""58"""
"41920;""bollate", lombardia," italy"";""35"""
"41924;""st. louis", missouri," usa"";NULL"
"41928;""bristol", england," united kingdom"";NULL"
"41932;""vigo", galicia," spain"";""31"""
"41936;""edmonton", alberta," canada"";NULL"
"41940;""bristol", england," united kingdom"";""41"""
"41944;""hopewell", new jersey," usa"";""56"""
"41949;""troy", new york," usa"";NULL"
"41953;""mt eliza", victoria," australia"";NULL"
"41957;""københavn / copenhagen", nørrebro," denmark"";""31"""
"41961;""moorhead", minnesota," usa"";NULL"
"41965;""new york", new york," usa"";NULL"
"41970;""halle", sachsen-anhalt," germany"";NULL"
"41974;""onset", massachusetts," usa"";""22"""
"41978;""glasgow", scotland," united kingdom"";NULL"
"41982;""como", lombardia," italy"";""29"""
"41986;""moaña", pontevedra," spain"";""53"""
"41990;""federal way", washington," usa"";NULL"
"41994;""monessen", pennsylvania," usa"";""53"""
"41998;""mexico d.f", mexico d.f," mexico"";NULL"
"42002;""santiago", santiago," chile"";""20"""
"42006;""penshurst", new south wales," australia"";""30"""
"42010;""gosford", new south wales," australia"";""16"""
"42014;""valencia", valencia," spain"";""21"""
"42018;""vista", california," usa"";NULL"
"42022;""toronto", ontario," canada"";NULL"
"42026;""south yarra", victoria," australia"";""44"""
"42030;""windsor", ontario," canada"";NULL"
"42034;""são paulo", são paulo," brazil"";""57"""
"42038;""buenos aires  argentina", buenos aires," argentina"";""43"""
"42042;""adelaide", south australia," australia"";""55"""
"42046;""exeter", england," united kingdom"";NULL"
"42050;""adelaide", south australia," australia"";""30"""
"42054;""park forest", illinois," usa"";NULL"
"42058;""manitouwadge", ontario," canada"";""41"""
"42062;""punta gorda", florida," usa"";""54"""
"42066;""shreveport", louisiana," usa"";""25"""
"42070;""dallas", oregon," usa"";NULL"
"42074;""atlanta", georgia," usa"";""56"""
"42078;""wauwatosa", wisconsin," usa"";NULL"
"42082;""chicago", illinois," usa"";NULL"
"42086;""berlin", berlin," germany"";""27"""
"42090;""port hawkesbury", nova scotia," canada"";NULL"
"42094;""canton", massachusetts," usa"";""15"""
"42098;""rochester", new york," usa"";""49"""
"42102;""charlotte", north carolina," usa"";NULL"
"42106;""san jose", california," usa"";NULL"
"42110;""grandville", michigan," usa"";""70"""
"42114;""plantation acres", florida," usa"";NULL"
"42118;""orlando", florida," usa"";""42"""
"42122;""croydon", england," united kingdom"";""38"""
"42126;""newark", delaware," usa"";NULL"
"42130;""seattle", washington," usa"";NULL"
"42134;""menlo park", california," usa"";""46"""
"42138;""vallejo", california," usa"";NULL"
"42142;""victoria", british columbia," canada"";""32"""
"42147;""weldon", california," usa"";""0"""
"42151;""solihull", england," united kingdom"";NULL"
"42155;""edison", new jersey," usa"";""53"""
"42159;""memphis", tennessee," usa"";""30"""
"42163;""alabaster", alabama," usa"";""50"""
"42167;""seattle", washington," usa"";NULL"
"42171;""houston", texas," usa"";""52"""
"42175;""rutland", vermont," usa"";NULL"
"42179;""harrison", arkansas," usa"";""56"""
"42183;""warren", michigan," usa"";""37"""
"42187;""simsbury", connecticut," usa"";NULL"
"42191;""birmingham", michigan," usa"";""50"""
"42195;""winston salem", north carolina," usa"";NULL"
"42199;""pitman", new jersey," usa"";""38"""
"42203;""asheville", north carolina," usa"";""40"""
"42207;""schwelm", nordrhein-westfalen," germany"";""23"""
"42211;""barcelona", catalunya," spain"";""35"""
"42215;""christchurch", canterbury," new zealand"";""39"""
"42219;""owosso", michigan," usa"";""44"""
"42223;""tucson", arizona," usa"";NULL"
"42227;""oviedo", asturias," spain"";""34"""
"42231;""sherwood park", alberta," canada"";""54"""
"42235;""sterling heights", michigan," usa"";NULL"
"42239;""ny", new york," usa"";NULL"
"42243;""mesa", arizona," usa"";""49"""
"42247;""altoona", pennsylvania," usa"";NULL"
"42251;""portland", oregon," usa"";""30"""
"42255;""manahawkin", new jersey," usa"";""35"""
"42259;""mcminnville", oregon," usa"";NULL"
"42263;""norwell", massachusetts," usa"";NULL"
"42267;""oregon city", oregon," usa"";""49"""
"42271;""dallas", texas," usa"";""63"""
"42275;""milton", ontario," canada"";""37"""
"42279;""paso robles", california," usa"";NULL"
"42283;""north wales", pennsylvania," usa"";NULL"
"42287;""fairbanks", alaska," usa"";NULL"
"42291;""edina", minnesota," usa"";NULL"
"42295;""gaston", south carolina," usa"";""30"""
"42299;""baton rouge", louisiana," usa"";NULL"
"42303;""lewiston", idaho," usa"";NULL"
"42307;""alpharetta", georgia," usa"";NULL"
"42311;""firenze", firenze," italy"";NULL"
"42315;""stowmarket", england," united kingdom"";""30"""
"42319;""ann arbor", michigan," usa"";""66"""
"42323;""madera", california," usa"";NULL"
"42327;""clemson", south carolina," usa"";""23"""
"42331;""creston", british columbia," canada"";""36"""
"42335;""phoenix", arizona," usa"";""49"""
"42339;""bellingham", washington," usa"";""55"""
"42343;""san angelo", texas," usa"";""45"""
"42347;""concord", new hampshire," usa"";NULL"
"42351;""sweeny", texas," usa"";NULL"
"42355;""lancaster", pennsylvania," usa"";""49"""
"42359;""north vancouver", british columbia," canada"";NULL"
"42363;""eugene", oregon," usa"";NULL"
"42367;""san francisco", california," usa"";""42"""
"42371;""corbin", kentucky," usa"";""54"""
"42375;""manchester", england," united kingdom"";""32"""
"42379;""hampton", virginia," usa"";NULL"
"42383;""brockton", massachusetts," usa"";""42"""
"42387;""griffin", georgia," usa"";""53"""
"42391;""graz", steiermark," austria"";""33"""
"42395;""norristown", pennsylvania," usa"";""25"""
"42399;""seattle", washington," usa"";""39"""
"42403;""winter springs", florida," usa"";""49"""
"42407;""highwood", illinois," usa"";NULL"
"42411;""albany", new york," usa"";""57"""
"42415;""cary", north carolina," usa"";NULL"
"42419;""west seneca", new york," usa"";""33"""
"42423;""brisbane", queensland," australia"";""20"""
"42427;""haikou", hainan," china"";""27"""
"42431;""giessen", hessen," germany"";""26"""
"42435;""leavenworth", washington," usa"";NULL"
"42439;""paris", texas," usa"";""57"""
"42443;""lake charles", louisiana," usa"";""47"""
"42447;""eden prairie", minnesota," usa"";NULL"
"42451;""malden", massachusetts," usa"";NULL"
"42455;""st. louis", missouri," usa"";NULL"
"42459;""lethbridge", alberta," canada"";""29"""
"42463;""corvallis", oregon," usa"";NULL"
"42467;""seattle", washington," usa"";NULL"
"42471;""louisville", mississippi," usa"";""30"""
"42475;""medford", oregon," usa"";NULL"
"42479;""sunnyvale", california," usa"";""38"""
"42483;""windham", new york," usa"";""34"""
"42487;""evanston", illinois," usa"";""22"""
"42491;""mountain view", california," usa"";""43"""
"42495;""eugene", oregon," usa"";""60"""
"42499;""lincoln", nebraska," usa"";""30"""
"42503;""redondo beach", california," usa"";NULL"
"42507;""padova", veneto," italy"";NULL"
"42511;""belvidere", illinois," usa"";NULL"
"42515;""salem", oregon," usa"";""22"""
"42519;""casco", michigan," usa"";""37"""
"42523;""arlington", virginia," usa"";NULL"
"42527;""scottsdale", arizona," usa"";NULL"
"42531;""bronx", new york," usa"";NULL"
"42535;""viby", denmark," denmark"";NULL"
"42539;""milano", lombardia," italy"";""29"""
"42543;""bologna", emilia romagna," italy"";""20"""
"42547;""los angeles", california," usa"";""32"""
"42551;""battle creek", michigan," usa"";NULL"
"42555;""paris", n/a," france"";""25"""
"42559;""buenos aires", buenos aires," argentina"";""32"""
"42563;""sassuolo", emilia romagna," italy"";""28"""
"42567;""vienna", eastaustria," austria"";""28"""
"42571;""paris", ile de france," france"";""24"""
"42575;""bucharest", n/a," romania"";NULL"
"42579;""madrid", madrid," spain"";""25"""
"42583;""london", england," united kingdom"";""29"""
"42587;""firenze", toscana," italy"";""36"""
"42591;""hudson", massachusetts," usa"";""34"""
"42595;""chicago", illinois," usa"";NULL"
"42599;""milano", lombardia," italy"";""32"""
"42603;""lille", north," france"";""24"""
"42607;""leesburg", florida," usa"";""46"""
"42611;""los angeles", california," usa"";""26"""
"42615;""iberia", missouri," usa"";""62"""
"42619;""fredericton", new brunswick," canada"";""55"""
"42623;""weatherford", texas," usa"";""48"""
"42627;""cloverdale", british columbia," canada"";""40"""
"42631;""owen sound", ontario," canada"";""15"""
"42635;""bethesda", maryland," usa"";NULL"
"42639;""barcelona", catalunya," spain"";""27"""
"42643;""banning", california," usa"";""14"""
"42647;""paris", n/a," france"";""25"""
"42651;""lake mary", florida," usa"";NULL"
"42655;""glenelg east", south australia," australia"";NULL"
"42659;""cochin", kerala," india"";NULL"
"42663;""oak creek", wisconsin," usa"";NULL"
"42668;""versailles", yvelines," france"";""27"""
"42672;""new haven", vermont,";NULL
42673"";""hull", england," united kingdom"";NULL"
"42677;""indianapolis", indiana," usa"";NULL"
"42681;""central point", oregon," usa"";""46"""
"42685;""albuquerque", new mexico," usa"";""47"""
"42689;""madrid", madrid," spain"";""19"""
"42693;""chicago", illinois," usa"";NULL"
"42697;""utrecht", basilicata," netherlands"";NULL"
"42701;""glen allen", virginia," usa"";""49"""
"42705;""brooklyn", new york," usa"";""27"""
"42709;""barcelona", catalunya," spain"";""30"""
"42713;""louisville", kentucky," usa"";NULL"
"42717;""paramus", new jersey," usa"";NULL"
"42721;""sidney", british columbia," canada"";""31"""
"42725;""lisbon", lisbon," portugal"";""18"""
"42729;""hamburg", hamburg," germany"";""29"""
"42733;""webster", new york," usa"";NULL"
"42737;""salt lake city", utah," usa"";NULL"
"42741;""edmonton", alberta," canada"";""27"""
"42746;""sagunto", valencia," spain"";""47"""
"42750;""fresno", california," usa"";""33"""
"42754;""newbury", england," united kingdom"";NULL"
"42758;""edmonds", washington," usa"";""20"""
"42762;""arthur", west virginia," usa"";NULL"
"42766;""saskatoon", saskatchewan," canada"";NULL"
"42770;""lisboa", lisboa," portugal"";""25"""
"42774;""mt. dora", florida," usa"";NULL"
"42778;""sydney", new south wales," australia"";NULL"
"42782;""virginia beach", virginia," usa"";""20"""
"42786;""portland", oregon," usa"";""32"""
"42790;""oklahoma city", oklahoma," usa"";NULL"
"42794;""burbank", california," usa"";NULL"
"42798;""bellevue", nebraska," usa"";""15"""
"42802;""adelaide", south australia,";21"""
"42806;""lynn haven", florida," usa"";""33"""
"42810;""calgary", alberta," canada"";NULL"
"42814;""cambridge", ontario," canada"";NULL"
"42818;""elsdorf", nordrhein-westfalen," germany"";""42"""
"42822;""valencia", comunidad valenciana," spain"";""21"""
"42826;""sydney", new south wales," australia"";""28"""
"42830;""novato", ,";NULL
42831"";""porto de mos", leiria," portugal"";""33"""
"42835;""cuacos de yuste", cáceres," spain"";""37"""
"42839;""arruda dos vinhos", n/a," portugal"";""34"""
"42843;""las palmas de gran canaria", hamburg," spain"";""34"""
"42847;""las vegas", nevada," usa"";""71"""
"42851;""lake villa", il, illinois," usa"";""59"""
"42855;""stockholm", n/a," sweden"";""35"""
"42859;""belmont", michigan," usa"";""19"""
"42863;""mérignac", n/a," france"";""19"""
"42867;""shanghai", shanghai," china"";""21"""
"42871;""gaithersburg", maryland," usa"";NULL"
"42875;""norwich", n/a," united kingdom"";NULL"
"42879;""celle di bulgheria", campania," italy"";NULL"
"42883;""the woodlands", texas," usa"";""51"""
"42888;""middleton", wisconsin," usa"";NULL"
"42892;""bonn", nordrhein-westfalen," germany"";""27"""
"42896;""peterborough", new hampshire," usa"";NULL"
"42900;""whitewater", wisconsin," usa"";NULL"
"42904;""columbus", ohio," usa"";""31"""
"42908;""palma de mallorca", palma de mallorca," spain"";""63"""
"42912;""cascais", ontario," portugal"";NULL"
"42916;""auckland", n/a," new zealand"";NULL"
"42920;""kitchener", ontario," canada"";NULL"
"42924;""wülfrath", nordrhein-westfalen," germany"";""22"""
"42928;""hull", north dakota," united kingdom"";""35"""
"42932;""saskatoon", saskatchewan," canada"";""45"""
"42936;""new cumberland", pennsylvania," usa"";NULL"
"42940;""toronto", ontario," canada"";NULL"
"42944;""allenton", wisconsin," usa"";""48"""
"42948;""fredericton", ,";42"""
"42952;""pfafftown", north carolina," usa"";NULL"
"42956;""ridgecrest", california," usa"";""26"""
"42960;""sydney", new south wales," australia"";NULL"
"42964;""virginia beach", virginia," usa"";""34"""
"42968;""canton", ohio," usa"";NULL"
"42972;""metz", lorraine," france"";""24"""
"42976;""santa cruz", california," usa"";NULL"
"42980;""springfield", missouri," usa"";""39"""
"42984;""beaumont", alberta," canada"";NULL"
"42988;""rochester", new york," usa"";NULL"
"42992;""göteborg", västra götalands län," sweden"";""32"""
"42996;""somerville", massachusetts," usa"";""25"""
"43001;""münster", nordrhein-westfalen," germany"";NULL"
"43005;""bayside", new york," usa"";NULL"
"43009;""adelaide", south australia," australia"";""23"""
"43013;""bærum", oslo," norway"";""17"""
"43017;""crema", lombardia," italy"";NULL"
"43021;""carbondale", illinois," usa"";NULL"
"43025;""nördlingen", bayern," germany"";NULL"
"43029;""splendora", texas," usa"";""17"""
"43033;""chicago", illinois," usa"";""50"""
"43037;""balclutha", otago," new zealand"";""47"""
"43041;""mexico", distrito federal," mexico"";""33"""
"43045;""steingaden", bayern," germany"";""18"""
"43049;""cádiz", cádiz," spain"";""59"""
"43053;""pollok", texas," usa"";""55"""
"43057;""poland", maine," usa"";""13"""
"43062;""brownsville", oregon," usa"";NULL"
"43066;""san jose", california," usa"";""18"""
"43070;""san francisco", california," usa"";""47"""
"43074;""pesaro", marche," italy"";NULL"
"43078;""redding", california," usa"";""44"""
"43082;""epsom", surrey," united kingdom"";""34"""
"43086;""visalia", california," usa"";NULL"
"43090;""benediktbeuern", bayern," germany"";""32"""
"43094;""bari", puglia," italy"";""31"""
"43098;""barcelona", barcelona," spain"";""36"""
"43102;""gold coast", queensland," australia"";NULL"
"43106;""richmond", virginia," usa"";""17"""
"43110;""atlanta", georgia," usa"";""22"""
"43115;""san donà di piave", veneto," italy"";""18"""
"43119;""paris", ," france"";NULL"
"43123;""ontario", california," usa"";""15"""
"43127;""madrid", madrid," spain"";""17"""
"43131;""paris", ile de france," france"";""27"""
"43135;""oxford", oxfordshire," united kingdom"";""20"""
"43139;""swansea", wales," united kingdom"";""35"""
"43143;""konstanz", baden-wuerttemberg," germany"";NULL"
"43147;""christchurch", cantebury," new zealand"";""14"""
"43151;""clichy", france," france"";NULL"
"43155;""salerno", campania," italy"";NULL"
"43159;""toledo", toledo," spain"";""33"""
"43163;""kalamazoo", michigan," usa"";""21"""
"43167;""maghull merseyside", england," united kingdom"";""44"""
"43171;""new york", new york," usa"";""56"""
"43175;""chicago", illinois," usa"";""32"""
"43179;""cork", munster," ireland"";""56"""
"43183;""pamplona", navarra," spain"";""25"""
"43187;""rostock", mecklenburg-vorpommern," germany"";""22"""
"43192;""lansdale", pennsylvania," usa"";NULL"
"43196;""tiffin", ohio," usa"";""58"""
"43200;""canberra", australian capital territory," australia"";""56"""
"43204;""la paz", lazio," bolivia"";""24"""
"43208;""salamanca", castilla y león," spain"";""21"""
"43212;""ciudad de mexico", distrito federal," mexico"";""26"""
"43216;""recife", pernambuco," brazil"";""34"""
"43220;""barcelona", barcelona," spain"";""24"""
"43224;""lompoc", ," usa"";""76"""
"43228;""delmenhorst", n/a," germany"";""28"""
"43232;""paris", paris," france"";""32"""
"43236;""sydney", new south wales," australia"";""25"""
"43240;""glasgow", scotland," united kingdom"";NULL"
"43244;""glenwood", illinois," usa"";""36"""
"43248;""esslingen am neckar", baden-wuerttemberg," germany"";""26"""
"43252;""warszawa", mazowieckie województwo," poland"";""18"""
"43256;""cottonwood", california," usa"";NULL"
"43260;""australia", australian capital territory," australia"";NULL"
"43264;""wallisellen", zurich," switzerland"";""25"""
"43268;""limmared", västra götalands län," sweden"";""18"""
"43272;""chicago", illinois," usa"";NULL"
"43276;""muenster", texas," usa"";""18"""
"43280;""san francisco", california," usa"";""24"""
"43284;""graz", styria," austria"";NULL"
"43288;""san jose", california," usa"";""56"""
"43292;""college point", new york," usa"";NULL"
"43296;""riverside", california," usa"";""43"""
"43300;""castelldefels", barcelona," spain"";""39"""
"43305;""jupiter", florida," usa"";NULL"
"43309;""doylestown", ohio," usa"";""42"""
"43313;""paris", ile de france," france"";""27"""
"43317;""mumpford", colorado," usa"";NULL"
"43321;""cincinnati", ohio," usa"";""17"""
"43325;""chester springs", pennsylvania," usa"";""42"""
"43329;""baltimore", maryland," usa"";""23"""
"43333;""drumbo", ontario," canada"";NULL"
"43337;""new york", new york," usa"";""41"""
"43341;""edmonton", alberta," canada"";""26"""
"43345;""santiago", region metropolitana," chile"";""19"""
"43349;""cliffside park", new jersey," usa"";""38"""
"43353;""manteo", north carolina," usa"";""43"""
"43357;""brussels", brabant," belgium"";NULL"
"43361;""redcar", england," united kingdom"";""68"""
"43365;""fort collins", colorado," usa"";NULL"
"43369;""rock hill", south carolina," usa"";NULL"
"43373;""belingham", washington," usa"";NULL"
"43377;""consort", alberta," canada"";NULL"
"43381;""petaling jaya", selangor," malaysia"";NULL"
"43385;""millwood", new york," usa"";NULL"
"43389;""shenandoah", pennsylvania," usa"";""38"""
"43393;""omaha", nebraska," usa"";NULL"
"43397;""barcelona", catalunya," spain"";""33"""
"43401;""bonney lake", washington," usa"";""28"""
"43405;""chester", virginia," usa"";NULL"
"43409;""warrenton", missouri," usa"";""30"""
"43413;""los angeles", california," usa"";NULL"
"43417;""calgary", alberta," canada"";NULL"
"43421;""orbetello", grosseto italy," italy"";NULL"
"43425;""davis", california," usa"";""62"""
"43429;""phoenix", arizona," usa"";NULL"
"43433;""philadelphia", pennsylvania," usa"";""27"""
"43437;""louisburg", north carolina," usa"";NULL"
"43441;""narragansett", rhode island," usa"";NULL"
"43445;""lyon", rhône-alpes," france"";""24"""
"43449;""edmonton", alberta," canada"";NULL"
"43453;""mondragon", guipuzcoa," spain"";""31"""
"43457;""duisburg", nordrhein-westfalen," germany"";""20"""
"43461;""barcelona", cataluña," spain"";""34"""
"43465;""chula vista", california," usa"";NULL"
"43469;""berrien springs", michigan," usa"";""55"""
"43473;""windsor", ontario," canada"";""21"""
"43477;""san francisco", california," usa"";""34"""
"43481;""bridgewater", connecticut," usa"";""57"""
"43485;""bardonia", new york," usa"";""42"""
"43489;""spring", texas," usa"";NULL"
"43493;""tulsa", oklahoma," usa"";NULL"
"43497;""columbus", ohio," usa"";""30"""
"43501;""atlantic city", new jersey," usa"";NULL"
"43505;""terlingua", texas," usa"";NULL"
"43509;""leawood", kansas," usa"";NULL"
"43513;""anchorage", alaska," usa"";NULL"
"43517;""zurich", switzerland, switzerland," switzerland"";NULL"
"43521;""chengdu", sichuan," china"";""24"""
"43525;""st. charles", illinois," usa"";NULL"
"43529;""ponte vedra beach", florida," usa"";NULL"
"43533;""columbia", missouri," usa"";NULL"
"43537;""seattle", washington," usa"";""32"""
"43541;""brisbane", queensland," australia"";""17"""
"43545;""venezia", veneto," italy"";NULL"
"43549;""godfrey", illinois," usa"";""59"""
"43553;""hubbard", ohio," usa"";""50"""
"43558;""ceadr rapids", iowa," usa"";NULL"
"43562;""stamford", connecticut," usa"";""30"""
"43566;""tempe", arizona," usa"";NULL"
"43570;""houston", texas," usa"";""29"""
"43574;""fredericton", new brunswick," canada"";NULL"
"43578;""shepherd", texas," usa"";""52"""
"43583;""singapore", n/a," singapore"";""19"""
"43587;""london", n/a," united kingdom"";""49"""
"43591;""barcelona", barcelona," spain"";""26"""
"43595;""warrenton", virginia," usa"";""23"""
"43599;""crane hill", alabama," usa"";NULL"
"43603;""corona", california," usa"";NULL"
"43607;""riyadh", new york," saudi arabia"";""19"""
"43611;""miami", florida," usa"";""25"""
"43615;""dublin", n/a," ireland"";""37"""
"43619;""shrewsbury", massachusetts," usa"";""26"""
"43623;""oberwil", n/a," switzerland"";""55"""
"43627;""ireland", cork," ireland"";NULL"
"43631;""langley", british columbia," canada"";""17"""
"43635;""highlands ranch", colorado," usa"";""39"""
"43639;""abita springs", louisiana," usa"";""52"""
"43643;""dededo", guam," usa"";NULL"
"43647;""vernaison", rhone alpes," france"";""48"""
"43651;""el cajon", california," usa"";""45"""
"43655;""calgary", alberta," canada"";NULL"
"43659;""christchurch", canterbury," new zealand"";NULL"
"43663;""east doncaster", victoria," australia"";""69"""
"43667;""wiesbaden", hessen," germany"";NULL"
"43671;""olesa de montserrat", catalunya," spain"";""17"""
"43675;""mexico city", d.f.," mexico"";NULL"
"43679;""münster", nordrhein-westfalen," germany"";NULL"
"43683;""middletown", ohio," usa"";NULL"
"43687;""sacramento", california," usa"";""27"""
"43691;""austin", texas," usa"";""22"""
"43695;""st.catharines", ontario," canada"";NULL"
"43699;""van anda", british columbia," canada"";""60"""
"43703;""barntrup-sonneborn", nordrhein-westfalen," germany"";""42"""
"43707;""lawrenceville", new jersey," usa"";""48"""
"43711;""bronx", new york," usa"";NULL"
"43715;""st. louis", missouri," usa"";NULL"
"43719;""chandler", arizona," usa"";NULL"
"43723;""delmenhorst", niedersachsen," germany"";""41"""
"43727;""sacramento", california," usa"";""18"""
"43731;""madrid", madrid," spain"";""20"""
"43735;""edmonton", alberta," canada"";NULL"
"43739;""oakland", california," usa"";""11"""
"43743;""viseu", viseu," portugal"";""19"""
"43747;""richmond", virginia," usa"";NULL"
"43751;""ottawa", ontario," canada"";""74"""
"43755;""san rafael", california," usa"";""20"""
"43759;""london", england," united kingdom"";NULL"
"43763;""shaoxin", new jersey," china"";NULL"
"43767;""boston", massachusetts," usa"";""24"""
"43771;""almería", andalucía," españa"";NULL"
"43775;""toronto", ontario," canada"";NULL"
"43779;""tacoma", washington," usa"";NULL"
"43783;""st sampson", guernsey, channel islands," united kingdom"";""32"""
